"","< 25","25 - 50","50 - 100","> 100"
"NM_003327.3:981",0.5,0.433333333333333,0.0666666666666667,0
"NM_152852.2:146",0.5,0.366666666666667,0.1,0.0333333333333333
"NM_002965.3:137",0.5,0.2,0.2,0.1
"NM_002485.4:1046",0.5,0.333333333333333,0.133333333333333,0.0333333333333333
"NM_000593.5:1000",0.5,0.233333333333333,0.166666666666667,0.1
"NM_001297562.1:332",0.5,0.5,0,0
"NM_021181.3:215",0.5,0.5,0,0
"NM_001243076.2:2707",0.5,0.266666666666667,0.2,0.0333333333333333
"NM_003998.3:2920",0.5,0.3,0.0666666666666667,0.133333333333333
"NM_182943.2:2588",0.5,0.0333333333333333,0.0333333333333333,0.433333333333333
"NM_001145144.1:648",0.5,0.333333333333333,0.166666666666667,0
"NM_001278405.1:256",0.5,0.366666666666667,0.133333333333333,0
"NM_000535.6:894",0.5,0.4,0.1,0
"NM_052941.4:1761",0.5,0.366666666666667,0.0333333333333333,0.1
"NM_004988.4:344",0.5,0.4,0.1,0
"NM_001238.1:1155",0.5,0.366666666666667,0.133333333333333,0
"NM_000566.3:561",0.5,0.3,0.1,0.1
"NM_000043.3:90",0.5,0.433333333333333,0.0666666666666667,0
"NM_000572.2:240",0.5,0.366666666666667,0.133333333333333,0
"NM_001145306.1:1373",0.5,0.4,0.1,0
"NM_033035.4:898",0.5,0.433333333333333,0.0666666666666667,0
