"","20210112_30102534301221-01_P0091-3 D0 media_06.RCC","20201201_30102534601221-01_P0092 D3 IFNy(100ng-mL)-2_12.RCC","20201201_30102534601221-01_P0092 D3 IFNy(100ng-mL)-1_06.RCC","20201202_30102534611221-01_P0092 D3 IFNy(100ng-mL)-3_06.RCC","20201201_30102534601221-01_P0092 D3 IgG1(250ug-mL)-1_04.RCC","20201201_30102534601221-01_P0092 D3 NMC1(30ug-mL)-1_07.RCC","20201201_30102534601221-01_P0092 D3 aPD1(250ug-mL)-2_11.RCC","20201201_30102534601221-01_P0092 D3 NMC2(100ug-mL)-1_09.RCC","20201202_30102534611221-01_P0092 D3 NMC2(100ug-mL)-3_09.RCC","20201201_30102534601221-01_P0092 D3 aPD1(250ug-mL)-1_05.RCC","20201202_30102534611221-01_P0092 D3 NMC1(30ug-mL)-2_01.RCC","20201202_30102534611221-01_P0092 D3 IgG1(250ug-mL)-3_04.RCC","20201202_30102534611221-01_P0092 D3 Control-2_11.RCC","20201202_30102534611221-01_P0092 D3 Control-1_10.RCC","20201202_30102534611221-01_P0092 D3 NMC1(30ug-mL)-3_07.RCC","20201202_30102534611221-01_P0092 D3 aPD1(250ug-mL)-3_05.RCC","20201202_30102534611221-01_P0092 D3 Control-3_12.RCC","20201202_30102534611221-01_P0092 D3 NMC2(30ug-mL)-3_08.RCC","20201202_30102534611221-01_P0092 D3 NMC2(100ug-mL)-2_03.RCC","20201201_30102534601221-01_P0092 D3 NMC2(30ug-mL)-1_08.RCC","20201202_30102534611221-01_P0092 D3 NMC2(30ug-mL)-2_02.RCC","20210113_30102534541221-01_P0091-7 LUNG D3 NMC2 100ug.ml_07.RCC","20210113_30102534541221-01_P0091-8 LUNG D3 IFNy 100ng.ml_08.RCC","20210113_30102534541221-01_P0091-9 LUNG D3 IgG1 100ug.ml_09.RCC","20210113_30102534541221-01_P0091-10 LUNG D3 NMC2 30ug.ml_10.RCC","20201209_30102534211221-01_P0094 D3 19 IgG 250_04.RCC","20201208_30102534591221-01_P0094 D3 14 PD1 250_11.RCC","20201209_30102534211221-01_P0094 D3 25 IFN_10.RCC","20201208_30102534591221-01_P0094 D3 10 IgG 250_07.RCC","20201204_30102534581221-01_P0094 IgG 250 D3 1_10.RCC","20201208_30102534591221-01_P0094 D3 7 IFN_04.RCC","20201209_30102534211221-01_P0094 D3 27 nmc2 30_12.RCC","20201209_30102534211221-01_P0094 D3 18 nmc2 30_03.RCC","20201209_30102534211221-01_P0094 D3 23 PD1 250_08.RCC","20201208_30102534591221-01_P0094 D3 8 nmc2 100_05.RCC","20201208_30102534591221-01_P0094 D3 9 nmc2 30_06.RCC","20201209_30102534211221-01_P0094 D3 17 nmc2 100_02.RCC","20201209_30102534211221-01_P0094 D3 16 IFN_01.RCC","20201209_30102534211221-01_P0094 D3 26 nmc2 100_11.RCC","20210112_30102534301221-01_P0091-2 D0 media_05.RCC","20210108_P0090_D0_Control(3).RCC","20210108_P0090_D0_Control(1).RCC","20210108_P0090_D0_Control(2).RCC","20210112_30102534301221-01_P0091-1 D3 IgG1 100ug]mL_07.RCC","20210112_30102534301221-01_P0090-12 D3 IFNy 100ng]mL_03.RCC","20210112_30102534301221-01_P0091-1 D0 media_04.RCC","20210112_30102534301221-01_P0091-3 D3 NMC2 100ug]mL_09.RCC","20210108_P0090_D3_IFNg_100ngml(1).RCC","20210108_P0090_D3_IgG1_100ugml(3).RCC","20210112_30102534301221-01_P0090-11 D3 NMC2 100ug]mL_02.RCC","20210112_30102534301221-01_P0090-10 D3 NMC2 30ug]mL_01.RCC","20210108_P0090_D3_IFNg_100ngml(2).RCC","20210108_P0090_D3_NMC2_100ugml(2).RCC","20210108_P0090_D3_NMC2_30ugml(1).RCC","20210108_P0090_D3_IgG1_100ugml(2).RCC","20210108_P0090_D3_IgG1_100ugml(1).RCC","20210108_P0090_D3_NMC2_30ugml(2).RCC","20210108_P0090_D3_NMC2_100ugml(1).RCC","20210112_30102534301221-01_P0091-5 D3 IgG1 100ug]mL_11.RCC","20210112_30102534301221-01_P0091-6 D3 NMC2 30ug]mL_12.RCC","20210112_30102534301221-01_P0091-4 D3 IFNy 100ng]mL_10.RCC","20210113_30102534541221-01_P0091-11 LUNG D3 NMC2 100ug.ml_11.RCC","20210112_30102534301221-01_P0091-2 D3 NMC2 30ug]mL_08.RCC","20210113_30102534541221-01_P0091-12 LUNG D3 IFNy 100ng.ml_12.RCC"
"CEBPB - mRNA",8.5110817117769,7.96439348548804,8.00001513694746,7.75496026959899,7.41077429248146,7.08647771710963,7.4132172905805,7.46789119987274,7.63248019029161,7.62052278531792,7.70983161385982,7.27010180778663,7.13553849167964,7.70598245500882,7.4748591684978,7.27495123141057,7.20654863778344,7.1239642925599,7.38674755132143,7.5753709768038,7.46652087152495,7.71362354770205,7.74921771154996,8.20883744221299,8.05854984844434,8.11141127431764,8.2696250967907,8.30214955357384,8.07076380570946,7.85671008655315,8.00821197183736,8.33266898392861,8.08191556139824,8.02087704983431,7.80966697094284,8.31901079964497,8.25110558012004,7.71078363273979,8.08251534888549,8.93213967375974,9.53829113566269,9.58471126957371,9.2345524369807,8.5308882669596,7.64731579766713,8.90914506095965,7.17799854299741,8.18753678078254,8.18480165946758,7.46935601729441,8.0141390064226,7.89616839058949,7.90754141683623,8.07658957315329,7.44166612882918,7.34133000964326,7.82547736853826,7.7322649522835,7.45211301714194,7.76831882665698,8.1546878759018,7.24953347780669,7.19850948612133,7.60092217477331
"SGK1 - mRNA",8.35907860602919,7.20377664120683,7.3578276913731,7.10352345733515,7.35446677717286,7.38331485047691,7.33045943542912,7.42799845271893,7.40517224030226,7.5569974682392,7.70983161385982,7.14496002510804,7.43303242516687,7.33614435214357,7.51372205409819,7.07223631902214,7.24791897114503,7.3230643827814,7.37838416800186,7.55641273055122,7.39719987929852,8.48414176533172,7.96494637224463,8.20883744221299,8.3804779747178,8.64192594005321,8.06151688872552,8.57812284287895,8.30071353443993,8.73557368814455,8.88085836223675,8.48119141442089,8.41122325923771,8.24944812388412,8.54663262555376,8.36280600209735,7.93443317151062,8.32935455704763,8.4365676984791,9.19517408008578,10.1350067098036,9.90324068436189,10.0157551523938,7.72353346289238,8.52178492408787,8.78361426372003,7.80602984882918,7.99489168233889,8.11080092615341,8.00540884735414,8.0141390064226,7.64462976461347,7.36210716175527,7.58354959849051,7.72460003025835,7.35582960415932,7.76597641128651,7.51213907827325,7.82134677896935,8.45281684843819,7.90676043459948,7.36200827698641,7.68831477255355,7.71827909011246
"DDB2 - mRNA",8.99650857340716,7.06627317617512,7.15201817516492,7.28822948726584,7.52996343685426,7.51851557088172,7.36205256374874,8.16631174916735,7.99177517695416,7.37951467581718,7.47115894606379,7.4048785707862,7.35950333692559,7.24926698428248,7.74770784807613,7.59795967324559,7.54620433173187,7.91552146243729,7.83170271291237,7.81753762053146,7.5360617227287,10.0355517250647,10.1259382370459,10.9356686479466,10.4161018077915,6.82343041150827,7.58724027254112,7.09269601797363,6.61265762361676,6.88546914775281,6.82318012979335,8.29747956447152,8.25594500159078,7.46047164811897,7.46059275027973,7.16260937324232,7.90796098472258,7.7252832421699,7.85533787137862,9.27859011296863,8.52047984909768,8.576199796978,8.41309058795071,9.51012983794034,8.23227833436928,9.2549199008023,9.52592195956672,9.66002451778356,9.86287350787346,9.62316124452273,8.91225947733689,9.68694041556921,9.42877815031295,9.15957896972327,8.96104027267632,8.10429080948286,8.59700022613862,8.80524447784005,7.86715051642078,9.04842667189221,9.17354691564511,9.91659713220928,8.38538756154466,9.43937830323575
"CCL18 - mRNA",7.5110817117769,6.79270799165017,7.14236792404853,7.04609501556021,6.58605806699633,6.12331439733467,5.87766700971829,7.10438391359427,6.68614880288406,6.39516787792227,6.16432033934003,6.11190184305516,7.60991016348981,6.72756933336179,6.68949321233506,6.76114985475604,6.89767671433274,6.97411608453893,6.39506286808673,6.63079491104469,6.48422291444106,8.75544375088844,9.3185833537216,9.65244412947021,9.3804779747178,7.38205877708739,8.14605058201978,7.84223034014138,7.58321387186532,7.49552264921295,7.1602150507132,9.18644828198008,9.00596679220506,8.34651549276496,7.82226700928811,8.11217985043901,8.62067893643196,8.90797546697486,8.65146551303768,8.22912142271258,7.39901631203077,7.56763769698669,7.29379169621012,8.89345837408126,8.28474574963729,8.4116454553289,8.41900668158606,8.5935290397128,8.72085451149583,8.05431847459725,7.80263488419348,8.11029325044698,8.41944036438153,7.93718655931854,7.83855630114656,7.61886401586473,7.75070964553733,7.87470927796011,6.95461327043656,8.66140354333347,7.7141153188688,8.79496769238269,7.75244517079563,8.21013221323635
"BNIP3 - mRNA",8.27661643394809,6.80847531924815,6.79356421699728,7.08937919605105,6.59823280529719,6.09886129948377,6.41823532667151,6.74181381174308,6.49581758826527,6.7680798116332,6.57518214034579,6.14962139636175,6.67197107611632,6.63921339130263,6.28010241095134,6.61513489072706,6.64241973363911,6.63594733738577,6.33582374128778,6.54106482535929,6.56629401567003,9.73468522966829,9.39493429519643,10.1041400897092,9.62623429194934,6.41211612355566,7.38344511105944,6.77076802085545,6.69754655995455,6.93216238281225,6.18406173099188,8.04509238962028,7.91199060454828,7.30643806294079,6.74496130019696,6.85710673070141,7.69223226402082,7.696136913624,7.6122949534779,8.70974717563307,8.40873140588282,8.4232477620353,8.0307572094654,8.86103700649945,8.17783070977035,8.49410750066207,8.88849197284901,9.43546412727673,9.11080092615341,8.87534833856961,8.94702492430133,9.1102932478366,8.92083812082279,9.0283345681062,8.60086468082249,8.10429080948286,8.13863538007123,8.37938405119188,7.86715051642078,8.48452582354225,8.63468090050564,9.27848490719499,7.96584865050817,8.51269501867519
"IL32 - mRNA",9.77411603555632,12.1284420026807,12.1268533240643,12.4301941057686,10.3784900065088,10.3500301608413,10.1163612552782,10.5668802183944,10.6688220244962,10.291641889698,10.3258817129602,10.4092583293964,10.1519640009518,10.2449074526932,10.5997743981724,10.7165898616758,10.3641803520329,10.4772496055356,10.4012680771332,10.4678761573791,10.3370986484313,3.89990153342207,4.65347160813647,7.56498118021175,5.4308195266067,5.06013071679503,5.45146355313326,5.32535694590214,4.44273268114378,5.06380650621018,4.86803435335696,6.34994704397683,5.7965133971117,5.51424294271906,5.56173951537186,5.71414875767399,6.01105454666099,5.40335509274161,5.54455039136376,9.03167529395129,10.4183816496338,10.2759826581771,10.3225233069585,7.10204489764652,8.12124703234306,8.96803875877591,7.41900668158606,8.15101080870426,8.64423323573679,8.73239031458239,8.64217027072576,9.1102932478366,8.97283284475893,8.41362470093752,8.61159118928444,9.3376821928984,8.22954378951676,8.50419052679497,9.0370755178631,8.45281684843819,10.3824938182823,7.79496768913462,8.72073628133291,10.7098009097002
"LAMC2 - mRNA",7.88959336058232,9.84524625095121,9.87594082020216,10.3503392569177,11.4368542276133,11.5481686950292,11.2703314039105,11.6501500494246,11.514196223525,11.3804979247729,11.0789732897734,11.8651960630589,11.5676819068954,11.3181748207467,11.7349156873831,12.0597453158174,11.7101286283313,11.7737601887195,11.49490952708,11.5640259517897,11.3317310217001,3.89990153342207,8.52294184813521,8.02441296438544,8.109175791081,3.98212829128127,4.52546405544876,4.52565554308167,3.85032798039789,4.28139781188165,4.09456275091373,6.27955759846801,5.29901374069462,4.6161226399582,4.36909435016125,4.98716735537387,5.90796099072935,5.88878198808802,5.3676725741793,8.32641865113848,6.5818803793564,7.00821043646641,6.52327348229871,7.64953281786005,6.93682248616989,7.84774450677084,8.04049508699455,7.11353616365691,7.99215651494676,8.46935601322395,6.87663543914425,7.92473758244759,8.19704807226724,7.63601706727374,7.87462551889318,7.87184471402396,7.65555233927005,7.27113100176018,8.22470255720929,8.38722864775976,8.26431244684225,7.84743514174147,8.62120051740768,8.11059640849813
"TNFSF10 - mRNA",8.5110817117769,11.7877451673022,11.8008670268821,11.9711788332724,11.8220317027954,11.8136938181582,11.6758851230312,11.418274705582,11.6803115511279,11.5981548678429,11.9321220071013,11.5883865074027,11.3653847897041,11.6606464177029,11.7451585170618,11.5446121694082,11.546463419772,11.6139472468165,11.3968755842998,11.4704102627633,11.7209954801628,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,4.51264294477764,4.52546405544876,5.05617016823711,4.30522914412574,4.4955226172345,4.71275610766887,3.92780564260213,6.11844148161637,5.51424294271906,5.46863000509494,5.2991112858769,5.85351317159047,4.27467830509831,4.38219183199292,7.84725075138198,9.80058782352403,9.72221478273384,9.88702180387807,6.98656773448367,7.06235335451556,8.02462229246084,7.41900668158606,8.15101080870426,6.95033625825809,7.14742792240705,7.72463240162888,8.29670634256233,7.24011671810478,7.5565825288937,7.55714335135601,7.99737556685237,7.9643051682302,7.77252883245642,6.45211301714194,7.54592634907391,6.90676043459948,7.04008014921233,7.77320361378379,9.05812900232976
"VCAM1 - mRNA",7.88959336058232,9.92153797797832,9.57425119810387,9.86594994799333,11.7261296855177,11.6856209903446,11.4997927370395,11.3021611298553,11.4657390174337,11.4752855419181,11.6654095473874,11.6012048355223,11.5146854045733,11.5478747403821,11.6011848818816,11.3693898062672,11.5258512467801,11.5361685866657,11.4987726509341,11.5561742603667,11.5322378396176,3.89990153342207,7.9243043776838,7.92253322887039,8.08408495659579,4.76639952071312,5.45146355313326,5.87929240238237,5.11258412873296,5.61482148672589,5.06067928926675,6.71251702706657,5.7965133971117,6.1108872444148,5.731664476089,6.19527548145516,5.24053632698951,5.88878198808802,5.5989981811102,7.05078412502363,10.9544345368235,10.681131797771,10.8952422525117,7.30849582482043,8.17783070977035,7.64611062211572,6.71856705512193,7.67296350120489,7.72085451149583,7.67098984660823,7.87663543914425,7.71174383954721,8.10685012136424,7.85102993793681,8.02662862955034,8.9740681924224,7.00347570299873,7.25227201973404,7.25946786858109,7.48452582757014,7.36619198983991,7.43239751509185,6.59811692296832,6.57626001342479
"PLOD2 - mRNA",1.72672268392744,9.1797311474824,9.17586488569001,9.2394266342455,10.3005364802091,10.0802456661142,10.2476056711305,9.96498090980648,10.1448435203876,10.180861440628,10.2707886356491,10.4366932449841,10.294408306744,10.3184713713696,10.3190214135844,10.2163672453404,10.219604741463,10.2307060910496,9.75544334528681,10.1981301066572,10.0878310395185,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,6.54012366688977,6.15773226286527,6.2943299200432,6.42624454005438,6.48303180207738,6.37226541847449,3.92780564260213,6.11844148161637,6.2010850230236,6.26217916772614,6.23771077944823,6.15307340822532,5.98831769572701,6.23642798266487,3.47136437156448,10.6031908709391,10.4560911654776,10.3386882403183,3.19980204416031,8.83494288421349,6.64611061491351,2.56744030814171,9.42019745744797,10.8401533366654,10.4693560132239,10.5547074633845,10.2409969730872,10.3523262259105,10.5151626260661,11.0405872211979,11.8296164846108,10.9325226865025,10.5473763282708,6.67450532548886,6.54592635679403,6.07668529977496,4.380265096346,5.22888324484569,4.26616241200163
"DUSP1 - mRNA",10.7741160363802,9.55169993221941,8.85097739919821,8.8012538537491,9.68498227427208,9.23271719489476,9.21985388711049,9.33758311371183,9.42351963803979,8.87055135464038,8.83297980331785,9.3603320543555,9.25440037431978,9.03514207689678,9.14273982500022,8.65719881974329,8.92980930345243,9.10442407337216,9.17853158414373,9.11311149757328,9.07970335823431,3.89990153342207,7.79502141771715,7.65244413126287,5.4308195266067,6.68256784790508,7.07390064373677,6.56518378876982,6.65572636545415,6.9773916478897,7.03468412553302,7.20555702386624,7.32007526965572,6.9895809013168,7.12652410146053,7.20600185217155,7.08381072883877,7.23117414952656,6.9526351564311,10.8743189532642,13.2339570844502,13.0387323204886,12.9501959786574,7.79392265329085,8.64731579766713,10.3241826071279,7.62545758771571,8.07506190828286,8.95033625534164,8.57369259948627,8.68399048222043,8.46176556775313,9.0595444907536,8.9371865622617,9.0346214987976,8.81000544096471,8.88262131401922,8.9930291537209,7.32658213505808,6.6614035468966,8.22868851024917,7.68393631750107,7.37184111013381,7.88820413418194
"CXCL1 - mRNA",7.774116037204,7.46482254152918,7.2269802474841,7.4240433668041,10.4064535113592,10.4367309829985,10.2369950226276,9.71995443476017,9.97196666568082,10.0032962344371,10.4791425246272,10.5132899045036,10.0650115915137,10.3742794904246,10.2793977591324,9.69907824342831,9.9049691647034,9.55668402589674,9.81707928899832,9.95778895643818,10.0287444699871,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,5.27163487112937,5.56108805074096,5.49868842930111,4.62715715144364,5.36546207667013,5.11130538171448,6.1275545194672,6.38147588052836,6.42347757882377,6.14670197536785,6.03607683607231,6.15307340822532,5.93940803177171,5.702091601201,7.8903194845139,8.76699185825862,8.76028280202124,8.50905963418247,6.98656773448367,8.12124703234306,8.71649995858118,7.04049508699455,7.32504023570225,10.0916921843424,10.4512085963883,9.76416080047201,8.11029325044698,11.2611782937321,10.5768549726087,10.761187705616,9.38085828294242,11.2622100008513,9.7288583318495,7.39071240800008,6.86785446712164,6.99422333950387,6.99427651370315,6.39880813515202,7.14454374030008
"SERPINA1 - mRNA",8.774116037204,7.74434493326889,7.7369807266053,8.77498255788331,10.8210581742784,10.5716824056739,10.5914960954531,10.1933349503836,10.3025118902101,10.8293760851667,11.0194227523228,10.6784346571532,10.1722364301617,10.841259889657,10.8532761414197,10.6462751265597,10.2364030128041,10.3405688046658,10.4623890631169,10.6714496070311,10.3976669307115,3.89990153342207,7.49546104141786,4.99184601639063,5.4308195266067,4.2716348337825,4.72709793840736,4.2110489614867,4.62715715144364,4.33798141158456,4.09456275091373,3.92780564260213,5.38147588052836,4.85713064895757,4.731664476089,4.52150377002877,5.54539086672292,5.72528324898752,4.38219183199292,9.55774414114803,10.7287217622203,10.7337409986922,10.7771441255654,7.4016053133979,8.33537195239833,8.64611061851461,6.71856705512193,7.45057106455141,8.79361075112827,8.76213767514441,8.19856359050694,7.57424022151525,9.78201047466719,8.64884117143009,9.71965087304902,9.66034056085455,10.3635389912642,8.04873863023697,7.45211301714194,7.96096385414284,7.07668529977496,6.43239751509185,7.0362380130227,6.6251696053383
"JAG1 - mRNA",1.72672268392744,7.57031562561747,7.68475075904452,7.88756758836315,9.81845871872287,9.69099895748972,9.37372383905581,9.13774259119537,9.16896815485091,9.73668268999994,9.33609721150181,9.91857402692304,9.81119935647065,9.4987646184529,9.85280255475924,9.69706332321896,9.60211004922135,9.31883156383876,9.46485979892654,9.49700209279191,9.29157781808158,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,6.30405631313473,6.33281906699668,6.27856260196288,6.35834039793943,6.59173805215509,6.39287577509832,6.54259207549129,6.38147588052836,6.2010850230236,6.59148684629902,6.53857722574532,6.82549871322867,6.29088042705287,6.91019977833202,6.61021158182585,8.79689336346887,8.39448886438939,8.46555805878424,3.19980204416031,2.91043833744184,2.75168158722949,2.56744030814171,4.09524779768106,3.91156206901603,6.46935601729441,2.54527724159701,4.26985221203887,3.93411062164778,4.45440721921336,4.35155787445556,6.10429079899782,5.83997694103187,5.52790648209607,2.8094449030964,2.81824358531489,5.71411531199821,4.380265096346,5.4512756441992,4.26616241200163
"VCAN - mRNA",1.72672268392744,9.60232609683172,9.52867897003342,9.65526440372515,10.1740739777419,10.2999590868275,10.5365997488219,10.157190247899,10.077694087102,10.3503682606687,10.3328547027195,10.3926418273786,10.2454987408462,10.1280261114879,10.169606224548,9.97829761482131,10.0954911918357,10.0837844443462,10.4053900225472,10.2229889799839,10.1981332554859,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,5.9414862128832,5.56108805074096,5.92051514277924,6.07076380034368,5.63754159312646,6.37226541847449,3.92780564260213,3.88452124220172,4.16255817824579,5.5003389972676,4.21664925501079,5.73803584812792,5.8363144987552,5.3676725741793,3.47136437156448,9.00974184035985,9.12368759785088,9.16373105077728,3.19980204416031,6.64731579047093,2.75168158722949,6.52592196739464,4.09524779768106,3.91156206901603,7.46935601729441,6.72463240162888,4.26985221203887,6.54497127736634,4.45440721921336,6.62223830319985,6.41241311694331,6.44404830977115,5.7592320420997,6.18907861130815,2.81824358531489,2.76562024472676,4.380265096346,3.21256575934411,4.26616241200163
"TPM1 - mRNA",1.72672268392744,9.64904814134479,9.34736576414063,9.56103442294441,10.6274852360123,10.9665889722303,10.8100756752953,10.8855903496587,10.804273340709,10.6658580809486,10.812838791602,10.7811388585365,10.4104545866989,10.570199793359,10.8466321136817,10.8266631094662,10.6179749677462,10.7388062161316,10.6642164668787,10.8664604625361,10.7866667683299,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,6.55367019177333,6.78849849782443,6.41462420375991,6.71122153960042,6.3790086431763,6.4131957157768,6.48119141038367,6.73511273282084,6.2010850230236,6.48457168035857,6.62103939542119,6.90796099072935,6.63601584880661,6.36767255670845,3.47136437156448,9.44695075881442,9.25213599394976,9.63220791954898,3.19980204416031,6.79931897890579,6.78361426044629,6.71856705512193,4.09524779768106,7.67022833364909,7.53974525602318,7.13967000662845,4.26985221203887,8.10685012136424,7.35222397324585,8.01050898358176,8.94559296763545,7.70391539865196,7.02671237755199,6.03707552884819,6.28289202198539,2.76562024472676,4.380265096346,5.64392059024394,4.26616241200163
"ITGB8 - mRNA",8.0960441703175,9.27075542024957,9.08307072749274,9.84084081869336,10.6304522232139,10.7554849096799,10.6053124409682,10.5676453550141,10.581647570153,10.3925706901354,10.7325069754203,11.026732463238,10.7103704001779,10.5091888176062,10.6496996742876,10.4472758493086,10.5126517417365,10.6932069194191,10.7473473755225,10.3373560793393,10.6384235397049,7.79608566398358,4.65347160813647,4.99184601639063,5.4308195266067,8.06013071679503,8.14017384842664,7.96059255711209,8.06011653277324,7.96397114967549,7.91153599847458,7.84027245442083,7.91199060454828,7.64050675980477,7.97677701083272,7.82962596663801,8.05996409979201,7.62058587530575,8.01403562830003,7.44671279047356,8.23395708415075,8.35522942915224,8.17277617865198,7.4016053133979,6.64731579047093,7.13153750587477,7.17799854299741,4.09524779768106,3.91156206901603,7.23489065351531,6.55470747009866,6.64462977182308,6.61208556663003,7.2549268172703,6.74422892217568,7.63083656860731,6.65555234642528,6.98162450909827,7.11507795181239,7.28289202198539,5.71411531199821,6.68393631750107,7.4512756441992,7.11059641371779
"MMP7 - mRNA",6.18915358920855,8.86987591150895,8.78428637790283,8.57886143402962,10.8733400947598,11.0285876719683,10.4813308782048,9.87264566905513,10.3977675805818,10.8422807992792,10.8290398077401,10.6507523385853,10.3932862278115,10.2330075494497,11.1477671566554,11.0526715244631,10.3181869601671,10.0130622766254,10.2194914519353,10.4566726323759,10.5596303219905,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,4.89966593776427,6.52546405544876,5.70150539285631,5.40956574623967,5.88546913555051,5.66271542387477,6.48119141038367,6.67098250558903,6.64854398953653,6.79695602139505,6.87065331603935,5.79692957934902,5.93940803177171,5.48796682466903,7.44671279047356,9.644890245876,9.28384474983281,9.68057092570742,7.20896020132605,6.47739081601437,7.49410750066207,8.41900668158606,4.09524779768106,3.91156206901603,7.79128403077242,7.72463240162888,4.26985221203887,6.54497127736634,6.82866210713906,6.05833745175314,7.29693580354497,6.78108331914206,7.28974663586197,8.56759023456187,8.79385381091454,7.66164796437257,7.12754303624614,10.1674824635065,6.6251696053383
"THBS1 - mRNA",7.99650857058257,7.60684152726123,7.50062831700663,7.6528620343381,9.54104295384205,9.8822375094787,9.74715967447835,9.80547249906646,9.78973143223769,9.45737912649457,9.72757712374822,10.4024393560537,9.88838513150215,9.64016228623114,9.92215408838207,10.2135507321078,9.70781408221386,9.81991818289021,9.61389746461334,9.74655101954171,9.52070475453693,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,7.56039604388989,8.67114149719557,7.83146391419342,7.74485220568171,8.55342106238369,8.43323356007527,8.18644828198008,8.13041407917744,7.72654664079818,8.56549155915668,8.8086664053892,8.56246429213061,8.67388398937718,8.51653600034526,7.97278158491258,10.9461192736,10.7432763308067,10.6598123687,7.92516721455101,7.17783070977035,7.84774450677084,7.52592195956672,4.09524779768106,7.67022833364909,7.79128403077242,6.87663543914425,7.0071997743053,7.61208557400411,7.47251831468308,7.70470049593573,7.12136419665131,7.60551161628027,7.19416919842849,7.0370755178631,8.38722864775976,7.49172283913228,7.32548238184765,7.79366779752558,6.92773248240396
"IER3 - mRNA",8.0960441703175,7.97840035930408,8.05762574608455,8.03875308079437,9.64005303417209,9.38962845064125,9.33178964394767,9.25258545999208,9.51419622401825,9.36236297798296,9.40211740745369,9.54415331943455,9.36185879474059,9.8982876014967,9.40551584286042,8.8326408904768,9.45309489029093,9.33708489652435,9.48154990051994,9.2830364799102,9.24145443077604,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,9.28184501089314,9.08617899558962,8.97289181487468,8.9374972995978,8.88546914470224,9.08463161893541,8.86452009299877,8.45947839890498,8.46047164402336,8.97395647430922,8.95573485695524,8.6999679317502,8.31024567698744,9.13873130024633,7.55774414114803,9.08438069685232,9.03330133371419,8.94888031922714,3.19980204416031,7.79931897890579,8.18216351366361,7.52592195956672,4.09524779768106,7.67022833364909,8.00540884735414,7.36206247327378,7.2065085510545,8.26117829255647,7.97840926043044,7.17863172963434,6.90179781243852,7.9643051682302,7.58930700070302,7.72513135813585,7.28289202198539,7.81365106066764,7.3976322048984,7.57465796186237,7.52563394953421
"CD276 - mRNA",6.99650857058257,7.96439348548804,8.01066229615913,8.14171971957211,8.78822336669419,8.8468820848102,8.88493495102857,8.78719385888525,8.64504367373537,8.83846916851926,8.79308709136191,8.88472418180516,8.57379070389838,8.73113596686965,8.80757936604833,8.78790255939143,8.71059111175205,8.79270620891629,8.83323340748114,8.79183189315316,8.67818682655216,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,8.60336611718893,8.39829291076577,8.70150540671813,8.82565136371675,8.50482044124914,8.64778711480986,8.18644828198008,8.40137537775591,7.87779009404516,7.98240160615438,8.27384453348142,8.5281128207649,8.58922171933991,8.40635307765482,7.05078412502363,7.91748343870387,7.95668003944533,7.82812815494721,6.98656773448367,7.28474574501116,6.78361426044629,7.30352951474652,4.09524779768106,7.03279858695618,6.60685947443669,7.55470746242538,6.89616839058949,7.0106348124209,6.99858706768376,6.70470049593573,7.39847389342623,7.05410181716721,6.7592320420997,5.86715051642078,7.20889130694281,7.43032237706466,7.16936323287035,7.07018548988009,6.92773248240396
"SFXN1 - mRNA",7.5110817117769,8.24491543622218,8.50440004283675,8.36068127552991,8.54576530984768,8.62510146845157,8.63417270423579,8.55071766957993,8.37532240213187,8.55002243991354,8.32774450415004,8.58258087062327,8.69830523668904,8.25175225811763,8.54922909163523,8.6001178725092,8.46739547186985,8.53007872716786,8.25590020900168,8.5449171610592,8.44317866913699,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,7.38963199312439,7.1223992682449,7.22197911373792,7.43451217358063,7.16110357816394,7.07987292057882,7.44948268451233,7.18883088169222,7.17905880357785,7.15668613584145,6.8973706737558,7.03571649435318,7.42127705839402,7.16603877197378,6.80285661362027,7.90380849231602,7.74517596114864,7.88427114701305,7.10204489764652,7.47739080791864,7.32418260825324,6.30352951474652,4.09524779768106,7.81706972174988,7.31735285148549,7.80263488419348,7.2065085510545,7.9855438744446,8.05748081540424,7.31613524976303,8.30443042641688,7.68797394973171,7.71859015120971,7.32658213505808,7.35328132958389,7.55061657531815,7.16936323287035,7.22888326408076,6.84756206634412
